age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,y
38,services,married,secondary,no,105,no,no,cellular,30,jul,244,no
27,blue-collar,single,secondary,no,103,no,yes,cellular,28,jul,53,no
50,management,married,secondary,no,49,yes,no,unknown,5,may,180,no
32,blue-collar,single,secondary,no,226,yes,no,unknown,5,jun,426,no
59,housemaid,married,tertiary,no,0,no,no,telephone,13,nov,494,yes
22,student,single,secondary,no,185,no,no,cellular,8,jul,153,yes
36,technician,single,secondary,no,651,no,no,cellular,7,aug,876,yes
35,blue-collar,married,secondary,no,612,yes,no,telephone,14,may,47,no
30,management,single,tertiary,no,697,no,no,cellular,10,aug,179,yes
71,retired,divorced,tertiary,yes,1236,yes,no,cellular,14,sep,335,yes
39,services,married,secondary,no,2843,yes,no,unknown,19,jun,585,yes
36,unemployed,single,primary,no,1729,no,no,cellular,21,nov,341,no
48,unemployed,divorced,secondary,no,201,no,no,cellular,10,feb,406,yes
32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,apr,648,yes
45,management,married,tertiary,no,1363,yes,no,unknown,15,may,657,no
61,management,single,tertiary,no,2,no,no,cellular,12,aug,131,yes
40,blue-collar,single,primary,no,1780,no,yes,unknown,11,jun,114,no
54,retired,married,secondary,no,1826,yes,no,cellular,17,nov,264,no
58,unemployed,single,secondary,no,1013,yes,no,cellular,30,jul,341,no
58,admin.,married,secondary,no,2160,yes,yes,cellular,5,may,1090,yes
41,technician,single,secondary,no,769,no,yes,cellular,20,nov,222,no
35,management,divorced,tertiary,no,146,no,no,cellular,20,nov,392,no
42,technician,divorced,secondary,no,2974,yes,no,unknown,21,may,187,no
30,self-employed,single,secondary,no,-617,no,yes,cellular,19,nov,925,yes
35,entrepreneur,married,secondary,no,2008,no,no,unknown,4,jun,178,no
31,unemployed,single,primary,no,406,no,no,cellular,4,feb,736,yes
21,student,single,secondary,no,123,no,no,telephone,12,aug,449,yes
51,technician,married,secondary,no,195,yes,no,cellular,17,nov,78,no
33,technician,married,secondary,no,0,no,no,unknown,9,may,120,no
30,services,married,secondary,no,129,yes,no,unknown,26,may,1446,yes
43,services,divorced,secondary,no,957,no,yes,cellular,22,jul,145,no
45,blue-collar,married,secondary,no,1345,yes,no,unknown,19,may,120,no
47,technician,married,secondary,no,293,no,no,cellular,3,mar,499,yes
30,management,single,tertiary,no,5359,no,no,cellular,26,feb,427,yes
27,blue-collar,married,tertiary,no,350,no,no,unknown,9,may,24,no
23,services,single,secondary,no,488,no,no,cellular,29,jun,205,yes
31,student,single,tertiary,no,4951,no,no,cellular,17,sep,285,yes
52,blue-collar,married,primary,no,10,no,no,cellular,6,aug,588,no
30,technician,married,secondary,no,484,yes,no,unknown,6,may,703,yes
34,technician,married,secondary,no,4248,yes,no,cellular,20,apr,627,no
52,technician,married,tertiary,no,2557,no,no,cellular,8,jul,340,yes
34,retired,married,primary,no,4499,no,no,unknown,21,may,1681,yes
25,services,single,secondary,no,556,yes,yes,unknown,4,jun,361,no
27,self-employed,single,tertiary,no,82,no,yes,cellular,23,jul,387,no
38,unemployed,single,secondary,no,804,no,no,cellular,1,jun,1087,yes
31,admin.,married,secondary,no,35,no,no,cellular,13,aug,315,yes
18,student,single,unknown,no,348,no,no,cellular,5,may,443,yes
29,technician,single,tertiary,no,195,yes,yes,cellular,6,feb,210,no
39,technician,single,secondary,no,506,yes,no,cellular,7,jul,718,yes
31,admin.,single,tertiary,no,383,no,yes,cellular,6,feb,119,no
36,blue-collar,married,secondary,no,373,yes,no,unknown,13,may,94,no
31,admin.,single,secondary,no,554,yes,no,cellular,5,feb,94,no
34,blue-collar,single,secondary,no,855,yes,no,cellular,16,jul,578,yes
23,technician,single,secondary,no,4659,yes,no,cellular,7,may,158,no
33,management,single,tertiary,no,224,no,no,cellular,23,jun,342,yes
54,management,married,unknown,no,831,yes,yes,telephone,2,jul,139,no
48,blue-collar,divorced,secondary,yes,296,no,yes,unknown,16,jun,144,no
43,blue-collar,married,primary,no,-101,yes,no,unknown,14,may,122,no
47,management,married,tertiary,no,3505,no,no,cellular,17,nov,434,yes
53,unemployed,married,tertiary,no,240,no,no,cellular,29,aug,106,no
27,technician,single,secondary,no,584,yes,no,unknown,8,may,192,no
35,entrepreneur,married,secondary,no,350,yes,no,unknown,21,may,345,no
29,blue-collar,divorced,secondary,no,-19,yes,no,cellular,20,apr,712,yes
40,self-employed,single,tertiary,no,2893,no,no,cellular,2,jun,76,no
47,unknown,married,unknown,no,301,no,no,cellular,5,aug,111,no
38,technician,married,tertiary,no,732,no,no,cellular,2,nov,53,no
41,technician,married,tertiary,no,-210,yes,yes,unknown,23,may,210,no
49,unknown,married,primary,no,341,yes,yes,unknown,15,may,520,yes
37,management,married,primary,no,3953,yes,no,cellular,6,apr,610,no
35,student,married,tertiary,no,387,yes,no,cellular,8,may,1024,yes
31,technician,single,secondary,no,138,no,no,cellular,26,may,91,yes
49,services,married,primary,no,1830,yes,no,cellular,13,aug,261,yes
37,blue-collar,married,secondary,no,166,yes,no,unknown,13,may,135,no
36,management,married,tertiary,no,1014,yes,no,unknown,4,jun,34,no
33,management,single,tertiary,no,30,yes,no,cellular,22,jul,1077,yes
59,management,married,secondary,no,771,no,no,telephone,13,may,125,no
31,unemployed,married,primary,no,3837,no,no,cellular,20,nov,340,no
45,management,divorced,tertiary,no,6200,no,no,cellular,29,jul,103,no
45,admin.,married,secondary,no,-405,no,no,cellular,31,jul,189,no
38,blue-collar,single,secondary,no,340,no,yes,cellular,15,jul,260,no
31,admin.,single,secondary,no,431,yes,yes,unknown,20,may,1045,yes
33,services,married,secondary,no,227,yes,yes,cellular,13,aug,477,yes
38,self-employed,married,secondary,no,215,yes,no,cellular,14,may,115,no
24,blue-collar,married,secondary,no,685,yes,no,unknown,26,may,896,yes
46,blue-collar,married,primary,no,-29,yes,no,unknown,12,may,322,no
30,technician,single,tertiary,no,655,no,no,cellular,26,apr,212,yes
30,technician,single,secondary,no,656,no,yes,unknown,4,jul,523,no
25,services,single,secondary,no,-141,yes,no,cellular,18,may,113,no
73,retired,married,primary,no,508,no,no,cellular,9,mar,176,yes
52,management,married,tertiary,no,583,no,no,cellular,17,may,376,yes
26,management,single,tertiary,no,3704,no,no,cellular,19,aug,238,yes
46,blue-collar,married,primary,no,44,no,yes,cellular,10,jul,90,no
35,admin.,single,secondary,no,943,no,no,telephone,14,nov,24,no
89,retired,married,tertiary,no,553,no,no,telephone,19,aug,2027,no
33,services,single,secondary,no,152,yes,no,cellular,25,may,202,yes
32,blue-collar,single,secondary,no,1047,no,no,cellular,21,nov,89,no
44,technician,divorced,secondary,no,303,yes,yes,unknown,3,jul,51,no
29,technician,single,secondary,no,-2,yes,yes,cellular,18,may,9,no
30,blue-collar,single,secondary,no,1598,yes,no,cellular,10,jul,634,yes
35,blue-collar,married,primary,no,-210,yes,yes,telephone,7,apr,235,no
35,technician,married,secondary,no,46,no,no,cellular,8,aug,404,no
48,blue-collar,divorced,primary,no,194,yes,no,cellular,14,may,263,no
30,services,single,secondary,no,399,yes,yes,unknown,23,may,158,no
28,admin.,single,tertiary,no,282,yes,yes,cellular,3,feb,329,no
59,retired,divorced,primary,no,606,no,no,unknown,12,oct,54,no
49,technician,married,secondary,no,2344,yes,no,unknown,30,may,371,no
38,technician,divorced,secondary,no,902,yes,no,cellular,3,feb,650,yes
23,technician,single,tertiary,no,1129,yes,no,unknown,28,may,806,yes
49,blue-collar,married,secondary,no,739,yes,no,cellular,6,aug,182,no
36,management,single,tertiary,no,436,no,no,cellular,13,apr,567,yes
30,technician,single,secondary,no,3144,no,no,cellular,19,may,212,yes
41,technician,married,secondary,no,563,yes,no,cellular,13,aug,69,no
39,management,married,tertiary,no,-190,no,yes,unknown,11,jun,893,yes
50,housemaid,married,secondary,no,195,no,no,cellular,22,aug,168,no
32,student,single,secondary,no,14,no,no,cellular,19,aug,144,no
52,blue-collar,married,secondary,no,26,yes,no,cellular,8,may,191,no
30,services,married,secondary,no,0,yes,no,cellular,21,nov,681,yes
47,technician,married,secondary,no,349,yes,yes,cellular,2,feb,112,no
58,admin.,married,secondary,no,580,no,yes,telephone,2,feb,161,no
39,management,married,tertiary,no,1836,no,no,cellular,6,aug,902,yes
29,services,married,secondary,no,222,yes,no,cellular,3,feb,197,no
46,services,married,secondary,no,4,no,no,cellular,30,apr,268,yes
33,management,divorced,tertiary,no,990,yes,no,cellular,24,jul,1491,yes
30,unemployed,married,tertiary,no,0,yes,no,cellular,18,nov,756,no
26,blue-collar,single,primary,no,-295,yes,no,cellular,6,may,138,no
42,technician,married,secondary,no,29,no,no,cellular,28,aug,53,no
61,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,210,yes
33,blue-collar,divorced,primary,no,176,yes,no,unknown,8,may,622,no
50,entrepreneur,married,tertiary,no,-168,yes,no,cellular,23,jul,1327,yes
26,entrepreneur,single,secondary,no,265,yes,no,unknown,28,may,593,no
51,entrepreneur,married,tertiary,no,36935,yes,no,cellular,21,nov,41,no
48,unemployed,married,secondary,no,817,no,no,cellular,16,jul,806,yes
36,services,married,secondary,no,4721,no,no,cellular,9,dec,149,yes
45,technician,married,primary,no,-322,no,no,unknown,9,jun,225,no
22,student,single,secondary,no,144,no,no,cellular,21,aug,116,yes
31,blue-collar,divorced,secondary,no,-452,yes,no,unknown,26,may,182,no
28,self-employed,single,tertiary,no,805,no,no,cellular,16,feb,331,yes
47,technician,married,primary,no,235,no,no,cellular,2,mar,136,yes
79,retired,divorced,secondary,no,631,no,no,telephone,8,feb,105,no
40,blue-collar,married,primary,no,902,yes,no,unknown,15,may,619,no
52,admin.,divorced,secondary,no,944,yes,no,unknown,12,may,198,no
58,retired,divorced,secondary,no,1080,yes,no,cellular,29,jul,1058,yes
44,self-employed,divorced,secondary,no,522,yes,no,cellular,8,apr,241,no
33,admin.,married,secondary,no,0,yes,no,cellular,10,jul,181,no
44,technician,single,secondary,no,7138,no,no,cellular,8,aug,809,yes
32,technician,single,tertiary,no,1246,yes,no,cellular,4,feb,192,yes
56,blue-collar,married,secondary,no,448,yes,yes,cellular,17,may,556,yes
38,technician,single,secondary,no,-242,yes,no,cellular,18,may,1173,yes
32,services,married,secondary,no,264,yes,yes,cellular,19,nov,1502,yes
26,admin.,single,secondary,no,1348,no,no,cellular,30,jan,103,no
27,technician,single,secondary,no,1693,yes,no,unknown,26,may,101,no
62,blue-collar,married,secondary,no,180,no,no,cellular,14,jan,183,yes
30,admin.,married,secondary,no,457,yes,no,unknown,3,jun,384,no
40,management,single,secondary,no,10378,yes,no,cellular,17,nov,523,no
45,self-employed,married,tertiary,no,424,no,no,cellular,27,aug,141,no
45,blue-collar,married,unknown,no,0,no,no,cellular,4,aug,408,no
38,housemaid,married,primary,no,196,no,no,cellular,30,apr,574,yes
36,admin.,married,secondary,no,1031,no,no,cellular,17,jun,282,yes
45,admin.,married,secondary,no,310,yes,no,unknown,8,may,191,no
54,blue-collar,married,secondary,no,5372,yes,no,telephone,3,feb,221,no
47,admin.,divorced,secondary,no,2232,no,no,cellular,27,may,439,yes
38,self-employed,single,tertiary,no,605,no,no,telephone,18,jun,1603,yes
45,admin.,divorced,secondary,no,59,yes,no,cellular,24,jul,873,yes
64,management,married,tertiary,no,4688,no,no,cellular,21,oct,200,yes
40,services,married,secondary,no,10406,no,no,cellular,21,nov,348,no
41,technician,single,secondary,no,294,yes,no,cellular,28,aug,150,no
38,services,single,secondary,no,91,no,no,cellular,2,mar,207,yes
36,management,married,tertiary,no,3770,yes,no,cellular,31,jul,150,no
43,management,single,tertiary,no,1696,yes,no,cellular,26,aug,257,yes
31,blue-collar,single,secondary,no,228,no,no,cellular,6,aug,744,yes
30,admin.,married,secondary,no,0,no,no,cellular,28,may,93,no
73,retired,married,primary,no,5539,no,no,telephone,6,aug,338,yes
48,blue-collar,married,primary,no,214,yes,yes,cellular,14,may,307,yes
28,management,single,tertiary,no,185,no,no,cellular,30,jan,651,no
36,blue-collar,married,secondary,no,-870,yes,no,unknown,26,may,102,no
46,blue-collar,married,unknown,no,336,yes,no,cellular,14,aug,260,yes
32,management,married,tertiary,no,1651,yes,no,unknown,23,may,189,no
52,management,single,tertiary,no,638,yes,yes,cellular,20,nov,77,no
51,management,married,tertiary,no,3463,no,yes,cellular,13,jul,371,yes
54,technician,married,secondary,no,473,no,yes,cellular,2,nov,182,yes
35,blue-collar,married,secondary,no,293,yes,no,cellular,17,apr,1017,yes
29,housemaid,single,tertiary,no,2196,no,no,cellular,5,aug,215,yes
31,admin.,single,secondary,no,410,no,no,cellular,25,oct,182,yes
31,student,single,secondary,no,1776,no,no,cellular,15,jun,220,yes
51,management,single,tertiary,no,1348,yes,no,unknown,20,jun,9,no
34,self-employed,single,tertiary,no,9962,no,no,cellular,20,aug,474,yes
29,technician,single,tertiary,no,370,yes,no,cellular,29,jan,119,no
47,technician,divorced,secondary,no,691,no,no,cellular,14,aug,103,no
35,blue-collar,divorced,primary,no,300,yes,no,unknown,13,may,945,yes
54,technician,divorced,secondary,no,2156,yes,no,cellular,3,feb,261,yes
82,housemaid,divorced,primary,no,1381,no,no,cellular,28,jul,844,yes
34,admin.,single,unknown,no,2434,yes,no,unknown,6,may,218,no
30,self-employed,single,tertiary,no,655,no,no,cellular,23,sep,272,yes
45,admin.,married,secondary,no,205,no,no,cellular,3,feb,373,yes
27,technician,single,secondary,no,337,no,no,unknown,9,jul,23,yes
32,blue-collar,married,secondary,no,3166,yes,no,cellular,20,nov,418,no
60,retired,married,primary,no,1906,no,no,telephone,2,jun,79,no
54,admin.,married,tertiary,no,184,no,no,unknown,5,may,673,yes
54,self-employed,married,tertiary,no,990,no,no,cellular,3,jun,244,yes
44,blue-collar,married,primary,no,2,no,yes,telephone,7,jul,46,no
48,services,divorced,unknown,no,973,no,no,cellular,8,oct,319,yes
24,student,single,secondary,no,3176,no,no,cellular,13,jan,108,yes
31,admin.,single,secondary,no,190,no,no,cellular,30,apr,514,yes
35,admin.,married,secondary,no,5250,yes,no,cellular,20,nov,363,no
36,services,single,secondary,no,1227,yes,yes,cellular,4,may,775,yes
36,management,married,tertiary,no,242,yes,no,cellular,14,may,20,no
48,technician,married,secondary,no,42,yes,yes,cellular,17,nov,92,no
44,services,divorced,secondary,no,51,yes,yes,unknown,27,may,3094,yes
48,blue-collar,married,secondary,no,425,yes,no,telephone,9,jul,693,no
76,retired,divorced,primary,no,3049,no,no,cellular,24,mar,170,yes
36,student,single,unknown,no,417,no,no,cellular,10,feb,151,yes
51,retired,married,tertiary,no,746,no,no,cellular,25,aug,372,yes
55,housemaid,married,primary,no,3680,no,no,unknown,16,jun,131,no
50,services,married,secondary,no,1134,no,no,unknown,18,jun,53,no
57,retired,married,secondary,no,1841,no,no,telephone,5,jun,302,yes
37,blue-collar,married,secondary,no,222,yes,no,cellular,15,may,7,no
26,services,single,secondary,no,1347,no,no,telephone,6,feb,254,no
40,technician,single,secondary,no,159,yes,no,unknown,18,nov,37,no
50,unemployed,married,secondary,no,3357,no,no,cellular,9,jun,239,yes
32,student,single,tertiary,no,0,no,no,cellular,4,feb,233,yes
51,blue-collar,married,secondary,no,19,no,no,cellular,15,jun,292,no
56,technician,married,secondary,no,0,yes,no,cellular,20,apr,249,no
36,entrepreneur,married,tertiary,no,271,yes,no,unknown,27,may,322,no
29,management,single,tertiary,no,368,yes,no,unknown,23,may,160,no
26,management,single,primary,no,71,no,no,unknown,17,jun,390,no
26,blue-collar,married,secondary,no,352,yes,no,cellular,8,apr,213,no
31,services,married,unknown,no,-82,yes,no,cellular,31,jul,543,no
30,entrepreneur,married,secondary,no,12737,no,yes,cellular,19,nov,589,yes
37,services,single,tertiary,no,718,no,no,unknown,17,jun,43,no
37,blue-collar,married,primary,no,95,yes,no,cellular,5,feb,415,no
30,management,married,tertiary,no,4145,yes,yes,cellular,18,jul,302,no
42,services,married,secondary,no,128,no,no,cellular,11,jul,148,no
47,admin.,married,secondary,no,290,yes,no,cellular,22,jul,1352,yes
53,entrepreneur,married,tertiary,no,1961,no,no,cellular,15,dec,351,yes
60,self-employed,married,tertiary,no,10861,no,no,cellular,9,nov,98,yes
45,admin.,married,secondary,no,476,no,no,cellular,6,aug,356,yes
43,technician,married,secondary,no,3723,yes,no,cellular,11,aug,134,no
36,management,married,primary,no,3953,yes,no,cellular,19,nov,277,no
69,retired,married,primary,no,154,no,no,cellular,13,jul,144,no
51,blue-collar,married,unknown,no,125,yes,no,unknown,8,may,102,no
42,management,married,tertiary,no,27696,no,no,cellular,11,aug,370,yes
31,management,single,tertiary,no,1761,yes,no,telephone,29,jul,332,yes
57,retired,divorced,tertiary,no,2516,yes,no,unknown,15,may,1036,no
44,blue-collar,single,primary,no,-24,no,no,telephone,7,jul,564,no
71,retired,divorced,unknown,no,392,no,no,telephone,7,jul,276,yes
35,blue-collar,single,secondary,no,3507,yes,no,cellular,8,may,422,no
35,management,divorced,tertiary,no,178,yes,no,unknown,23,may,703,no
46,technician,married,secondary,no,78,no,no,cellular,20,aug,172,no
43,management,single,tertiary,no,483,no,no,cellular,19,aug,950,yes
60,retired,divorced,secondary,no,514,no,no,cellular,16,mar,263,yes
33,admin.,single,tertiary,no,146,no,no,cellular,22,oct,380,yes
30,blue-collar,single,secondary,yes,239,yes,no,unknown,21,may,412,yes
32,admin.,married,tertiary,no,0,yes,no,cellular,21,nov,102,no
35,technician,single,tertiary,no,5301,no,no,cellular,21,nov,937,yes
39,blue-collar,single,secondary,no,631,yes,no,cellular,12,may,57,no
52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,aug,267,yes
32,services,single,secondary,no,0,no,no,cellular,29,jan,96,no
33,technician,married,tertiary,no,6843,no,no,cellular,20,nov,755,yes
55,housemaid,married,primary,no,16,no,no,unknown,20,jun,64,no
33,management,single,tertiary,no,5437,no,no,cellular,10,aug,131,no
39,management,married,tertiary,no,3590,no,no,cellular,8,aug,198,no
34,blue-collar,married,primary,no,-398,yes,no,cellular,27,feb,47,no
43,entrepreneur,married,secondary,no,0,no,no,telephone,24,jul,122,no
27,management,single,tertiary,no,107,no,no,cellular,18,oct,767,yes
58,entrepreneur,married,primary,no,1657,no,no,unknown,6,jun,172,no
53,management,married,tertiary,no,583,no,no,cellular,17,nov,226,yes
32,admin.,married,secondary,no,51,yes,yes,cellular,7,jul,297,yes
29,management,single,tertiary,no,91,no,no,cellular,30,apr,99,no
51,unemployed,married,secondary,no,1416,no,no,cellular,9,sep,345,yes
29,services,single,secondary,no,1934,no,no,cellular,29,sep,271,yes
58,management,married,tertiary,no,1517,yes,no,telephone,29,jul,7,no
40,management,single,tertiary,no,1509,no,no,cellular,15,mar,144,no
48,blue-collar,married,secondary,no,0,no,no,cellular,19,aug,112,no
67,blue-collar,married,secondary,no,16353,no,no,cellular,27,oct,223,no
43,management,married,tertiary,no,2767,yes,no,unknown,15,may,317,no
43,admin.,married,secondary,no,2271,no,no,telephone,10,nov,524,yes
29,technician,single,secondary,yes,-397,yes,no,unknown,28,may,114,no
40,admin.,married,secondary,no,341,no,no,cellular,31,jul,1142,yes
55,retired,married,primary,no,868,no,no,unknown,19,jun,207,no
24,blue-collar,married,secondary,no,237,yes,no,unknown,12,may,200,no
58,technician,married,secondary,no,8153,yes,no,unknown,21,may,134,no
36,blue-collar,divorced,secondary,no,638,yes,no,unknown,16,jun,1395,yes
45,entrepreneur,married,secondary,no,781,no,yes,cellular,17,nov,652,yes
34,technician,divorced,secondary,no,44,yes,yes,cellular,21,nov,244,no
28,management,single,secondary,no,-994,yes,yes,cellular,18,jul,174,no
56,admin.,divorced,unknown,no,789,yes,no,cellular,8,may,1022,no
36,technician,married,tertiary,no,491,yes,no,unknown,8,may,103,no
58,housemaid,married,primary,no,419,no,yes,unknown,5,jun,295,no
35,management,single,unknown,no,343,no,no,cellular,29,jan,45,no
32,management,single,tertiary,no,12607,no,no,cellular,14,aug,203,no
76,self-employed,married,unknown,no,4984,no,no,telephone,28,apr,403,yes
29,technician,single,secondary,no,6,no,no,cellular,25,may,315,yes
50,management,married,tertiary,no,346,no,no,cellular,6,feb,178,yes
43,management,divorced,tertiary,no,481,yes,no,cellular,3,jun,187,yes
34,management,married,tertiary,no,3301,yes,no,cellular,17,jun,485,yes
28,management,single,tertiary,no,390,no,no,cellular,29,sep,845,yes
46,entrepreneur,divorced,tertiary,no,91,no,yes,cellular,23,jul,182,no
26,management,single,tertiary,no,2786,no,no,cellular,23,mar,415,yes
43,housemaid,single,primary,no,800,yes,no,cellular,13,may,902,yes
33,technician,married,tertiary,no,29,no,no,cellular,22,aug,94,no
32,self-employed,single,tertiary,no,386,yes,no,cellular,18,nov,482,yes
44,services,divorced,secondary,no,-389,yes,yes,unknown,5,jun,52,no
40,entrepreneur,married,tertiary,no,3585,no,no,cellular,15,sep,506,yes
49,self-employed,married,tertiary,no,1842,yes,no,unknown,9,may,124,no
52,services,married,primary,no,3016,yes,yes,cellular,3,feb,142,no
40,unemployed,married,primary,no,400,no,no,unknown,9,jun,317,no
57,management,married,tertiary,no,10583,no,no,cellular,22,jun,295,yes
41,management,married,tertiary,no,-98,yes,yes,cellular,23,jul,244,no
27,technician,married,secondary,no,2183,yes,yes,unknown,21,may,857,yes
54,management,married,tertiary,no,1464,no,no,cellular,2,oct,194,yes
36,technician,married,tertiary,no,183,yes,no,unknown,16,may,360,no
31,technician,divorced,tertiary,no,0,no,no,cellular,22,aug,127,no
35,admin.,married,secondary,no,304,no,no,cellular,18,mar,237,yes
44,management,married,tertiary,no,3674,no,no,cellular,26,aug,122,no
53,technician,married,secondary,no,480,no,no,unknown,6,jun,648,yes
63,management,married,tertiary,no,2785,no,no,cellular,2,aug,341,yes
33,blue-collar,married,secondary,no,93,no,no,telephone,9,feb,211,no
26,admin.,married,secondary,no,0,no,no,unknown,27,may,755,no
39,services,married,secondary,no,2758,no,no,cellular,4,feb,658,yes
30,student,single,secondary,no,1681,no,no,cellular,7,dec,329,yes
25,management,single,tertiary,no,490,no,no,cellular,7,sep,394,no
37,blue-collar,married,primary,no,1455,yes,no,unknown,21,may,165,no
30,unemployed,single,secondary,no,40,no,no,cellular,5,feb,133,no
30,blue-collar,single,secondary,no,3,yes,no,cellular,25,jul,51,no
19,student,single,primary,no,608,no,no,cellular,12,may,236,yes
54,technician,married,secondary,no,1938,no,yes,cellular,28,jul,551,yes
49,management,divorced,tertiary,no,4961,yes,no,cellular,3,feb,298,no
31,self-employed,single,tertiary,no,1815,no,no,telephone,9,feb,1541,yes
27,technician,married,secondary,no,317,yes,yes,cellular,15,may,1286,no
35,technician,single,secondary,no,2151,yes,no,unknown,8,may,294,no
46,technician,married,secondary,no,250,no,no,cellular,6,aug,84,no
46,blue-collar,married,primary,no,333,yes,no,cellular,31,jul,284,no
46,blue-collar,married,secondary,no,1603,no,no,cellular,30,apr,279,no
32,self-employed,single,tertiary,no,721,yes,no,cellular,5,may,323,no
37,services,single,secondary,no,1950,yes,no,unknown,13,may,370,no
39,blue-collar,married,secondary,no,804,yes,no,unknown,21,may,166,no
24,blue-collar,single,secondary,no,167,no,yes,cellular,25,may,288,yes
32,management,single,secondary,no,416,yes,no,cellular,13,may,290,no
44,blue-collar,married,primary,no,6393,no,no,cellular,22,jul,156,no
37,admin.,married,secondary,no,274,yes,no,unknown,27,may,731,yes
48,management,married,tertiary,no,542,yes,no,unknown,16,may,137,no
24,services,single,secondary,yes,-1414,yes,yes,cellular,18,may,171,no
30,admin.,single,secondary,no,983,yes,no,cellular,27,may,189,yes
28,admin.,single,secondary,no,1823,no,no,cellular,29,jan,237,no
44,management,married,unknown,no,282,no,no,cellular,6,oct,296,yes
38,entrepreneur,married,tertiary,no,0,no,no,cellular,23,jul,532,yes
54,management,divorced,tertiary,no,496,no,no,cellular,13,jan,452,yes
36,technician,married,secondary,no,15485,no,no,cellular,14,apr,461,yes
53,blue-collar,married,primary,no,751,yes,no,cellular,3,feb,1528,yes
50,management,divorced,tertiary,no,-398,yes,yes,cellular,21,jul,172,no
34,management,single,tertiary,no,48,yes,no,cellular,12,aug,810,yes
56,admin.,married,secondary,no,602,no,no,cellular,14,jun,458,yes
26,blue-collar,single,secondary,yes,-36,yes,no,unknown,3,jun,482,yes
64,retired,married,primary,no,2140,no,no,cellular,16,mar,881,yes
45,blue-collar,divorced,primary,no,844,no,no,unknown,5,jun,1018,yes
48,technician,married,secondary,no,-938,yes,no,cellular,7,may,134,no
32,management,single,tertiary,no,435,yes,yes,cellular,15,may,676,no
45,admin.,single,secondary,no,-198,yes,no,unknown,19,jun,130,no
52,self-employed,married,secondary,no,3720,no,no,cellular,20,nov,114,no
51,technician,married,secondary,no,-153,no,no,cellular,20,nov,72,no
37,self-employed,married,secondary,no,111,no,no,cellular,26,aug,179,no
53,blue-collar,married,primary,no,1100,yes,no,unknown,17,jun,714,no
49,services,single,secondary,no,133,no,no,unknown,11,jun,319,no
38,self-employed,married,secondary,no,215,yes,no,cellular,20,nov,70,no
31,blue-collar,married,primary,no,576,yes,yes,unknown,3,jun,230,no
54,blue-collar,married,primary,no,1033,no,no,unknown,20,jun,152,no
31,management,married,secondary,no,8629,yes,no,cellular,21,nov,957,yes
56,technician,divorced,secondary,no,77,yes,yes,unknown,28,may,25,no
38,blue-collar,married,secondary,no,56,yes,no,cellular,22,jul,238,no
43,management,married,tertiary,no,0,no,no,cellular,14,jul,1153,yes
33,admin.,married,secondary,no,393,yes,no,unknown,28,may,383,no
53,entrepreneur,married,secondary,no,-118,yes,no,unknown,9,may,101,no
56,blue-collar,married,unknown,no,6710,no,no,cellular,29,jul,318,no
36,unemployed,single,primary,no,0,yes,no,telephone,7,jul,63,no
46,technician,divorced,secondary,no,648,no,no,cellular,5,aug,281,no
36,management,married,tertiary,no,255,no,no,cellular,22,may,970,yes
42,management,married,tertiary,no,2816,no,no,cellular,10,nov,193,yes
31,management,married,tertiary,no,1812,no,no,cellular,4,nov,138,no
74,management,married,tertiary,no,4515,no,no,telephone,17,apr,1161,no
33,management,single,tertiary,no,0,no,no,cellular,20,aug,291,no
24,student,single,secondary,no,1847,no,no,cellular,9,dec,390,no
57,housemaid,divorced,unknown,no,11632,no,no,telephone,30,apr,71,no
61,admin.,married,secondary,no,4608,no,no,cellular,12,mar,212,yes
58,housemaid,divorced,secondary,no,0,no,no,cellular,2,jul,478,yes
28,student,single,tertiary,no,3733,yes,no,cellular,21,aug,419,no
53,retired,married,secondary,no,340,yes,no,unknown,12,jun,138,no
87,retired,divorced,primary,no,6746,no,no,telephone,21,oct,749,yes
44,unemployed,married,secondary,no,1590,yes,no,unknown,12,jun,349,no
35,technician,married,secondary,no,2779,no,no,cellular,22,oct,118,yes
37,management,married,secondary,no,565,no,no,cellular,29,apr,449,yes
46,technician,married,tertiary,no,31630,no,no,cellular,30,nov,448,no
37,management,married,tertiary,no,238,no,no,cellular,3,feb,185,yes
30,management,single,tertiary,no,0,no,no,cellular,29,aug,135,no
36,housemaid,single,secondary,no,1015,yes,no,cellular,18,may,1008,yes
55,blue-collar,single,secondary,no,923,no,no,cellular,31,jul,841,no
47,technician,single,secondary,no,1710,no,yes,cellular,16,jul,525,no
32,management,single,tertiary,no,2,yes,no,cellular,11,sep,100,yes
31,blue-collar,single,secondary,no,369,yes,yes,unknown,27,may,30,no
61,retired,married,primary,no,197,no,no,cellular,17,feb,113,yes
47,admin.,married,secondary,no,70,yes,no,cellular,5,apr,144,yes
40,self-employed,married,secondary,yes,-754,yes,yes,unknown,3,jun,941,yes
68,retired,married,unknown,no,3701,no,no,telephone,8,jun,149,no
45,self-employed,married,secondary,no,140,yes,no,cellular,6,aug,192,no
31,technician,married,secondary,no,-119,yes,no,cellular,18,may,9,no
29,management,single,tertiary,no,1808,no,no,cellular,7,jul,273,yes
